season,date,league_id,league,Team 1,Team2,SPI1,SPI2,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2,Outcome
2021,11/07/21,4582,National Women's Soccer League,Chicago Red Stars,Houston Dash,48.1,53.76,1.14,1.13,27.9,23.9,2.0,1.0,,,,,,,1
2021,11/07/21,4582,National Women's Soccer League,Seattle Reign FC,Kansas City,48.78,42.53,1.29,0.78,23.0,5.6,2.0,0.0,,,,,,,1
2021,11/07/21,2105,Brasileiro Série A,Fortaleza,Corinthians,51.61,51.97,1.25,0.93,11.8,17.0,1.0,0.0,1.29,0.25,1.06,0.71,1.05,0.0,1
2021,11/07/21,2160,United Soccer League,LA Galaxy II,Tacoma Defiance,10.38,11.24,1.42,1.31,10.1,16.5,1.0,1.0,0.65,0.75,0.78,1.0,1.05,1.05,1
2021,12/07/21,1874,Swedish Allsvenskan,Kalmar FF,BK Hacken,22.03,35.91,1.04,1.24,25.4,15.4,2.0,3.0,,,,,,,0
2021,12/07/21,1874,Swedish Allsvenskan,Halmstads BK,Djurgardens IF,20.75,44.21,0.81,1.57,44.9,69.8,0.0,0.0,,,,,,,0
2021,12/07/21,2160,United Soccer League,New Mexico United,Charleston Battery,20.85,12.68,1.56,0.82,20.0,20.0,2.0,1.0,1.88,1.72,0.92,0.59,2.1,1.05,1
2021,13/07/21,2160,United Soccer League,Tampa Bay Rowdies,Hartford Athletic,26.15,11.66,1.9,0.78,7.7,22.1,0.0,1.0,3.64,0.57,2.85,0.64,0.0,1.05,1
2021,14/07/21,2160,United Soccer League,Louisville City FC,Oklahoma City Energy FC,28.77,12.02,1.78,0.75,7.6,18.2,3.0,1.0,2.05,0.52,1.08,0.7,3.15,1.05,1
2021,14/07/21,2160,United Soccer League,San Diego Loyal SC,Orange County SC,20.29,23.54,1.3,1.16,13.9,6.8,2.0,1.0,1.52,1.95,1.34,1.51,2.1,0.84,1
2021,14/07/21,2160,United Soccer League,Las Vegas Lights FC,Sacramento Republic FC,11.76,20.75,1.12,1.55,21.3,27.4,1.0,2.0,1.12,1.23,1.41,0.91,1.05,2.1,0
2021,16/07/21,1837,Danish SAS-Ligaen,FC Midtjylland,Odense BK,62.39,35.1,2.03,0.67,,,1.0,2.0,,,,,,,1
2021,16/07/21,5641,APD,Union Santa Fe,Boca Juniors,33.16,58.41,0.91,1.81,,,1.0,1.0,0.87,0.23,1.85,0.56,1.05,1.05,0
2021,16/07/21,5641,APD,Sarmiento,Estudiantes,30.68,38.67,1.17,1.34,,,0.0,3.0,0.28,2.02,0.6,1.02,0.0,3.15,0
2021,17/07/21,1947,Japanese J League,Shimizu S-Pulse,Kawasaki Frontale,25.17,61.32,0.9,2.56,37.3,48.8,0.0,2.0,,,,,,,0
2021,17/07/21,1947,Japanese J League,Avispa Fukuoka,Gamba Osaka,23.91,27.72,1.0,1.15,8.5,32.0,0.0,1.0,,,,,,,0
2021,17/07/21,1947,Japanese J League,Cerezo Osaka,Vissel Kobe,34.14,40.88,1.12,1.36,8.3,65.6,1.0,1.0,,,,,,,0
2021,17/07/21,1947,Japanese J League,Sagan Tosu,Nagoya Grampus Eight,32.15,37.68,0.7,0.88,40.1,75.3,3.0,1.0,,,,,,,0
2021,17/07/21,1874,Swedish Allsvenskan,Degerfors IF,Malmo FF,24.06,53.07,0.94,2.2,20.8,91.9,0.0,5.0,,,,,,,0
2021,17/07/21,1874,Swedish Allsvenskan,IF Elfsborg,Östersunds FK,36.06,21.93,1.85,0.97,10.4,48.0,3.0,0.0,,,,,,,1
2021,17/07/21,1859,Norwegian Tippeligaen,Odd BK,Viking FK,29.7,30.7,1.94,1.62,6.6,7.1,3.0,2.0,,,,,,,1
2021,17/07/21,5641,APD,Aldosivi,Patronato,29.51,33.52,1.32,1.3,,,0.0,2.0,0.17,1.43,1.08,0.74,0.0,2.1,1
2021,17/07/21,1859,Norwegian Tippeligaen,Sarpsborg,Bodo/Glimt,20.8,52.94,0.87,1.96,27.9,54.6,2.0,2.0,,,,,,,0
2021,17/07/21,2160,United Soccer League,Colorado Springs Switchbacks FC,San Antonio FC,21.11,24.6,1.49,1.49,22.3,25.4,2.0,3.0,2.55,2.67,1.55,0.8,2.1,3.15,0
2021,17/07/21,5641,APD,Newell's Old Boys,Talleres de Córdoba,40.69,41.78,1.44,1.29,,,3.0,2.0,2.53,2.05,1.8,0.81,3.15,2.1,0
2021,17/07/21,5641,APD,Lanus,Atlético Tucumán,43.28,34.88,1.68,1.11,,,4.0,2.0,2.37,0.74,0.99,0.86,3.68,2.1,1
2021,17/07/21,2105,Brasileiro Série A,São Paulo,Fortaleza,56.18,52.24,1.38,0.85,21.3,16.0,0.0,1.0,0.44,1.11,0.91,1.16,0.0,1.05,1
2021,17/07/21,2105,Brasileiro Série A,Ceará,Atlético Paranaense,50.37,53.63,1.3,1.08,20.5,23.1,1.0,0.0,1.66,0.35,1.32,1.01,1.05,0.0,1
2021,17/07/21,1951,Major League Soccer,Atlanta United FC,New England Revolution,36.54,46.47,1.39,1.31,22.1,10.4,0.0,1.0,0.57,1.4,0.6,1.35,0.0,1.05,1
2021,17/07/21,5641,APD,Gimnasia La Plata,Platense,34.38,31.34,1.41,1.06,,,2.0,2.0,1.09,0.61,0.81,0.79,2.1,2.1,1
2021,17/07/21,2105,Brasileiro Série A,Corinthians,Atletico Mineiro,51.33,59.79,1.09,1.15,19.6,42.5,1.0,2.0,1.87,0.53,0.7,0.68,1.05,2.1,0
2021,17/07/21,2160,United Soccer League,Indy Eleven,Memphis 901 FC,19.61,14.79,1.6,0.99,25.0,26.0,1.0,1.0,1.73,0.87,1.39,1.17,1.05,1.05,1
2021,17/07/21,2160,United Soccer League,Pittsburgh Riverhounds,Loudoun United FC,21.83,10.34,1.93,0.79,12.5,5.3,1.0,0.0,2.37,0.31,1.53,0.45,1.05,0.0,1
2021,17/07/21,4582,National Women's Soccer League,North Carolina FC,Houston Dash,64.73,52.81,1.54,0.85,22.7,23.5,1.0,2.0,,,,,,,1
2021,17/07/21,5641,APD,Velez Sarsfield,Racing Club,51.36,43.64,1.51,0.98,,,0.0,0.0,0.31,0.65,1.3,0.59,0.0,0.0,1
2021,17/07/21,1951,Major League Soccer,Montreal Impact,FC Cincinnati,31.77,27.86,1.58,0.94,23.5,14.6,5.0,4.0,2.82,1.33,1.44,1.03,5.25,4.2,1
2021,17/07/21,2160,United Soccer League,Miami FC,Tampa Bay Rowdies,19.87,26.46,1.29,1.41,17.4,7.5,2.0,1.0,1.08,1.31,1.16,1.69,2.1,1.05,0
2021,17/07/21,1951,Major League Soccer,Philadelphia Union,DC United,47.03,36.77,1.74,0.9,17.6,23.7,2.0,1.0,1.45,1.22,1.02,0.98,2.1,1.05,1
2021,17/07/21,2160,United Soccer League,Charleston Battery,Hartford Athletic,12.98,11.53,1.51,1.09,21.2,24.6,3.0,1.0,1.99,0.92,1.06,1.44,2.63,1.05,1
2021,17/07/21,1951,Major League Soccer,Columbus Crew,New York City FC,38.5,51.02,1.32,1.33,24.2,14.0,2.0,1.0,0.88,1.98,0.38,1.9,2.1,1.05,0
2021,17/07/21,1951,Major League Soccer,Toronto FC,Orlando City SC,34.9,42.67,1.56,1.52,15.1,14.6,1.0,1.0,0.47,1.4,1.24,0.76,1.05,1.05,1
2021,17/07/21,2160,United Soccer League,Louisville City FC,Atlanta United 2,29.13,10.16,2.16,0.77,8.5,12.1,2.0,0.0,1.54,0.53,1.59,0.27,2.1,0.0,1
2021,17/07/21,2160,United Soccer League,Tulsa Roughnecks,Oklahoma City Energy FC,17.02,11.91,1.51,0.99,21.6,14.9,1.0,2.0,0.61,1.14,0.95,0.94,1.05,2.1,1
2021,17/07/21,2160,United Soccer League,Orange County SC,Rio Grande Valley FC Toros,23.62,15.75,1.51,0.9,8.4,19.1,0.0,2.0,0.29,1.97,1.04,1.27,0.0,1.85,1
2021,17/07/21,2105,Brasileiro Série A,Fluminense,Grêmio,54.35,53.34,1.31,1.03,10.2,40.0,0.0,1.0,0.72,1.1,1.24,0.84,0.0,1.05,1
2021,17/07/21,1951,Major League Soccer,Nashville SC,Chicago Fire,39.85,37.2,1.66,1.03,23.6,16.5,5.0,1.0,2.94,1.92,1.65,1.07,4.62,1.05,1
2021,17/07/21,1951,Major League Soccer,Colorado Rapids,San Jose Earthquakes,40.08,31.34,1.98,1.1,18.3,16.4,1.0,1.0,0.65,0.37,2.27,0.41,1.05,1.05,1
2021,17/07/21,2160,United Soccer League,El Paso Locomotive FC,Las Vegas Lights FC,21.38,11.89,1.83,0.86,11.4,14.3,1.0,0.0,0.98,0.27,1.41,0.82,1.05,0.0,1
2021,17/07/21,1951,Major League Soccer,Vancouver Whitecaps,Los Angeles Galaxy,23.83,35.63,1.37,1.57,5.3,15.4,2.0,1.0,1.41,0.73,0.99,0.75,2.1,1.05,0
2021,17/07/21,1951,Major League Soccer,Los Angeles FC,Real Salt Lake,50.2,35.41,1.82,0.82,13.2,23.8,2.0,1.0,5.47,0.72,3.47,0.52,2.1,1.05,1
2021,17/07/21,1951,Major League Soccer,Portland Timbers,FC Dallas,38.79,35.99,1.82,1.26,24.4,20.7,1.0,0.0,0.92,1.05,1.48,1.26,1.05,0.0,1
2021,17/07/21,2160,United Soccer League,Arizona United,LA Galaxy II,37.22,10.08,2.6,0.71,10.0,10.1,5.0,0.0,2.83,0.7,1.44,0.62,4.54,0.0,1
2021,18/07/21,1837,Danish SAS-Ligaen,FC Nordsjaelland,Viborg,42.34,26.94,1.89,0.96,,,1.0,2.0,,,,,,,1
2021,18/07/21,1837,Danish SAS-Ligaen,Vejle,Randers FC,30.97,36.55,1.26,1.29,,,0.0,2.0,,,,,,,0
2021,18/07/21,1874,Swedish Allsvenskan,IFK Norrkoping,BK Hacken,42.15,36.63,1.78,1.17,22.5,6.2,0.0,1.0,,,,,,,1
2021,18/07/21,1874,Swedish Allsvenskan,Orebro SK,Hammarby,20.08,38.7,1.46,1.97,48.0,8.8,0.0,2.0,,,,,,,0
2021,18/07/21,2105,Brasileiro Série A,Chapecoense AF,Cuiaba,40.22,40.01,1.38,1.04,41.9,51.5,2.0,3.0,1.06,1.51,1.05,0.82,2.1,3.15,1
2021,18/07/21,1837,Danish SAS-Ligaen,FC Copenhagen,AaB,54.0,38.08,2.01,1.1,,,2.0,2.0,,,,,,,1
2021,18/07/21,1874,Swedish Allsvenskan,AIK,Kalmar FF,31.94,22.06,1.41,0.72,6.8,23.8,2.0,0.0,,,,,,,1
2021,18/07/21,1859,Norwegian Tippeligaen,Lillestrom,Molde,24.39,57.63,0.94,2.43,8.7,78.5,1.0,1.0,,,,,,,0
2021,18/07/21,1874,Swedish Allsvenskan,IFK Goteborg,Mjallby,31.87,26.3,1.43,0.92,16.5,32.7,3.0,2.0,,,,,,,1
2021,18/07/21,1859,Norwegian Tippeligaen,Kristiansund BK,Sandefjord,28.38,21.79,1.48,0.92,4.5,16.0,2.0,0.0,,,,,,,1
2021,18/07/21,1859,Norwegian Tippeligaen,Tromso,Rosenborg,16.15,41.51,1.06,1.82,50.9,8.0,1.0,3.0,,,,,,,0
2021,18/07/21,1859,Norwegian Tippeligaen,Haugesund,Valerenga,26.87,38.45,1.28,1.47,10.8,9.5,3.0,1.0,,,,,,,0
2021,18/07/21,1859,Norwegian Tippeligaen,SK Brann,Mjondalen,19.68,20.14,1.28,1.04,46.9,42.1,1.0,1.0,,,,,,,1
2021,18/07/21,5641,APD,Huracán,Defensa y Justicia,33.09,43.64,1.12,1.37,,,2.0,1.0,1.13,0.85,0.54,0.54,2.1,1.05,0
2021,18/07/21,1837,Danish SAS-Ligaen,AGF Aarhus,Brondby,41.39,50.42,1.3,1.44,,,1.0,1.0,,,,,,,0
2021,18/07/21,1951,Major League Soccer,Minnesota United FC,Seattle Sounders FC,39.96,47.25,1.39,1.28,23.4,18.2,1.0,0.0,1.49,0.39,0.76,0.64,1.05,0.0,1
2021,18/07/21,1859,Norwegian Tippeligaen,Stromsgodset,Stabaek,24.65,22.39,1.65,1.31,30.5,48.6,2.0,1.0,,,,,,,1
2021,18/07/21,5641,APD,Arsenal Sarandi,San Lorenzo,34.73,38.95,1.49,1.5,,,1.0,1.0,0.86,0.76,0.86,0.75,1.05,1.05,0
2021,18/07/21,2105,Brasileiro Série A,Atlético Goianiense,Palmeiras,43.97,62.2,1.02,1.57,28.3,63.0,0.0,3.0,0.88,1.7,1.13,1.54,0.0,2.1,0
2021,18/07/21,4582,National Women's Soccer League,Washington Spirit,Sky Blue FC,55.14,54.63,1.08,0.85,21.8,21.3,2.0,3.0,,,,,,,1
2021,18/07/21,5641,APD,River Plate,Colon Santa Fe,67.19,31.29,2.51,0.63,,,1.0,2.0,2.22,0.98,2.4,0.66,0.84,2.1,1
2021,18/07/21,2105,Brasileiro Série A,Bahía,Flamengo,48.83,68.91,1.1,1.87,16.2,65.2,0.0,5.0,0.7,3.2,0.94,2.1,0.0,4.81,0
2021,18/07/21,4582,National Women's Soccer League,Chicago Red Stars,Seattle Reign FC,49.04,50.22,1.14,0.97,30.3,30.1,3.0,1.0,,,,,,,1
2021,18/07/21,5641,APD,CA Independiente,Argentinos Juniors,45.52,38.9,1.45,0.98,,,0.0,0.0,0.58,0.29,1.45,0.78,0.0,0.0,1
2021,18/07/21,2105,Brasileiro Série A,Bragantino,Santos,59.25,55.48,1.58,0.95,41.3,9.9,2.0,2.0,1.58,1.93,1.11,0.62,2.1,2.1,1
2021,18/07/21,2105,Brasileiro Série A,Internacional,Juventude,55.08,39.77,1.54,0.67,25.2,47.0,1.0,0.0,1.62,0.4,1.42,0.26,1.05,0.0,1
2021,18/07/21,2160,United Soccer League,Austin Bold FC,Real Monarchs SLC,16.76,10.76,1.58,0.83,22.4,5.0,1.0,0.0,1.8,0.81,1.81,0.85,1.05,0.0,1
2021,18/07/21,4582,National Women's Soccer League,Portland Thorns,Orlando Pride,59.63,48.21,1.56,0.92,15.6,26.6,2.0,1.0,,,,,,,1
2021,19/07/21,1874,Swedish Allsvenskan,Djurgardens IF,IK Sirius,43.67,22.35,2.11,0.65,51.7,30.3,5.0,1.0,,,,,,,1
2021,19/07/21,1837,Danish SAS-Ligaen,Silkeborg,Sonderjyske,26.43,30.3,1.32,1.25,,,0.0,0.0,,,,,,,1
2021,19/07/21,1874,Swedish Allsvenskan,Halmstads BK,Varbergs BoIS FC,20.58,24.12,1.31,1.11,43.5,45.2,1.0,1.0,,,,,,,1
2021,19/07/21,5641,APD,Central Córdoba Santiago del Estero,Banfield,31.47,36.29,1.22,1.24,,,1.0,1.0,1.96,0.37,0.68,0.37,1.05,1.05,0
2021,19/07/21,2105,Brasileiro Série A,América Mineiro,Sport Recife,40.02,40.57,1.32,0.97,50.2,49.7,0.0,1.0,1.16,0.42,1.95,0.66,0.0,1.05,1
2021,19/07/21,5641,APD,Godoy Cruz,Rosario Central,27.8,36.68,1.27,1.51,,,2.0,1.0,2.9,1.07,1.7,0.88,1.89,1.05,1
2021,20/07/21,1951,Major League Soccer,Vancouver Whitecaps,Houston Dynamo,24.52,31.32,1.39,1.34,7.1,20.3,0.0,0.0,0.8,0.31,0.52,1.14,0.0,0.0,1
2021,21/07/21,1947,Japanese J League,Gamba Osaka,Vissel Kobe,28.31,40.62,0.97,1.37,23.4,63.9,1.0,2.0,,,,,,,0
2021,21/07/21,1947,Japanese J League,Cerezo Osaka,FC Tokyo,34.24,34.08,1.14,0.98,5.6,18.9,3.0,3.0,,,,,,,1
2021,21/07/21,1859,Norwegian Tippeligaen,Stromsgodset,Odd BK,25.09,30.26,1.63,1.55,17.4,4.3,3.0,0.0,,,,,,,1
2021,21/07/21,1859,Norwegian Tippeligaen,Sandefjord,Haugesund,20.71,28.75,1.24,1.24,24.6,5.6,1.0,1.0,,,,,,,0
2021,21/07/21,1859,Norwegian Tippeligaen,Sarpsborg,Mjondalen,21.96,20.27,1.17,0.8,33.0,38.2,1.0,1.0,,,,,,,1
2021,21/07/21,1859,Norwegian Tippeligaen,Stabaek,Lillestrom,21.98,24.97,1.45,1.19,45.6,9.3,2.0,3.0,,,,,,,1
2021,21/07/21,2105,Brasileiro Série A,Cuiaba,Atlético Goianiense,40.86,43.28,1.26,0.96,47.7,37.1,2.0,1.0,2.48,0.34,1.3,0.84,1.89,1.05,1
2021,21/07/21,1951,Major League Soccer,Columbus Crew,Nashville SC,37.94,41.16,1.26,0.94,24.8,22.3,0.0,0.0,1.32,0.42,1.59,0.69,0.0,0.0,1
2021,21/07/21,1951,Major League Soccer,Inter Miami CF,New England Revolution,33.32,47.63,1.27,1.44,12.4,13.7,0.0,5.0,1.07,2.75,1.35,1.15,0.0,4.93,0
2021,21/07/21,1951,Major League Soccer,New York City FC,Montreal Impact,51.65,32.15,2.24,0.92,16.2,24.1,1.0,0.0,1.96,0.35,2.39,0.76,1.05,0.0,1
2021,21/07/21,1951,Major League Soccer,Toronto FC,New York Red Bulls,34.52,42.49,1.51,1.51,11.9,22.3,1.0,1.0,0.24,1.88,0.92,1.52,1.05,1.05,1
2021,21/07/21,1951,Major League Soccer,FC Cincinnati,Atlanta United FC,27.78,35.25,1.25,1.19,11.5,19.1,1.0,1.0,1.16,1.7,1.53,2.1,1.05,1.05,1
2021,21/07/21,1951,Major League Soccer,Chicago Fire,DC United,36.17,37.22,1.65,1.35,12.3,23.6,2.0,2.0,0.46,1.79,1.45,1.21,2.1,2.1,1
2021,21/07/21,1951,Major League Soccer,Sporting Kansas City,San Jose Earthquakes,46.68,31.34,2.14,0.98,11.0,15.5,1.0,1.0,1.75,1.17,1.54,1.02,1.05,1.05,1
2021,21/07/21,1951,Major League Soccer,Colorado Rapids,FC Dallas,39.93,36.06,1.65,1.05,18.1,18.2,2.0,0.0,0.8,0.61,0.97,0.7,2.1,0.0,1
2021,21/07/21,2160,United Soccer League,San Antonio FC,New Mexico United,25.0,20.7,1.52,1.09,26.8,25.0,3.0,0.0,2.5,1.11,1.28,0.79,2.63,0.0,1
2021,21/07/21,1951,Major League Soccer,Real Salt Lake,Los Angeles Galaxy,33.72,34.77,1.61,1.18,24.8,19.4,2.0,2.0,0.94,1.2,0.97,1.27,2.1,2.1,1
2021,21/07/21,1951,Major League Soccer,Portland Timbers,Los Angeles FC,38.53,52.42,1.5,1.7,24.2,16.0,2.0,1.0,0.59,1.54,0.92,2.08,2.1,1.05,0
2021,22/07/21,1951,Major League Soccer,Orlando City SC,Philadelphia Union,42.86,46.56,1.51,1.21,16.0,12.1,2.0,1.0,0.59,1.09,1.64,2.17,2.1,1.05,1
2021,22/07/21,1951,Major League Soccer,Austin FC,Seattle Sounders FC,29.92,46.44,1.0,1.2,18.0,15.3,0.0,1.0,1.06,0.56,1.68,0.49,0.0,1.05,0
2021,22/07/21,1952,Mexican Primera Division Torneo Apertura,Querétaro,Club América,32.45,57.35,0.92,1.73,100.0,100.0,0.0,0.0,0.52,1.01,0.53,1.19,0.0,0.0,0
2021,23/07/21,1866,Russian Premier Liga,Rostov,Dinamo Moscow,43.53,49.45,1.34,1.36,,,0.0,2.0,,,,,,,0
2021,23/07/21,1846,German 2. Bundesliga,Schalke 04,Hamburg SV,50.66,45.24,1.76,1.32,,,1.0,3.0,2.6,3.18,1.35,1.14,1.05,2.64,1
2021,23/07/21,1827,ATMB,SK Sturm Graz,FC Salzburg,50.14,78.31,1.04,2.21,,,1.0,3.0,,,,,,,0
2021,23/07/21,1832,BJL,Standard Liege,Genk,45.54,64.55,1.36,2.03,,,1.0,1.0,,,,,,,0
2021,23/07/21,5641,APD,Atlético Tucumán,Huracán,34.88,33.09,1.36,1.09,,,1.0,0.0,1.2,0.37,1.02,1.16,1.05,0.0,1
2021,23/07/21,2160,United Soccer League,New York Red Bulls II,Pittsburgh Riverhounds,10.64,21.98,1.1,1.74,7.1,10.9,1.0,3.0,0.71,2.16,0.49,1.6,1.05,3.15,0
2021,23/07/21,2160,United Soccer League,Charleston Battery,Charlotte Independence,13.3,18.72,1.28,1.31,24.8,26.5,2.0,0.0,1.03,0.97,0.42,1.46,1.58,0.0,0
2021,23/07/21,1952,Mexican Primera Division Torneo Apertura,Necaxa,Santos Laguna,35.57,51.8,1.08,1.47,28.3,16.7,0.0,3.0,2.4,1.08,1.78,1.32,0.0,3.15,0
2021,23/07/21,4582,National Women's Soccer League,Kansas City,North Carolina FC,41.12,63.24,0.84,1.58,3.0,20.1,0.0,0.0,,,,,,,0
2021,23/07/21,5641,APD,Platense,Aldosivi,31.34,29.51,1.37,1.09,,,0.0,1.0,0.81,0.74,1.25,0.89,0.0,1.05,1
2021,23/07/21,1952,Mexican Primera Division Torneo Apertura,FC Juárez,Toluca,35.06,40.31,1.34,1.32,29.0,27.6,1.0,3.0,0.29,3.17,0.88,1.47,1.05,2.67,1
2021,23/07/21,2160,United Soccer League,Real Monarchs SLC,Las Vegas Lights FC,10.5,11.67,1.44,1.23,2.4,13.1,3.0,2.0,1.44,2.63,0.56,1.37,3.15,2.1,1
2021,23/07/21,2160,United Soccer League,Colorado Springs Switchbacks FC,Louisville City FC,21.35,29.18,1.44,1.62,22.2,8.9,1.0,1.0,0.46,1.63,0.6,2.08,1.05,1.05,0
2021,24/07/21,1947,Japanese J League,Gamba Osaka,Kashima Antlers,27.99,45.2,0.88,1.4,23.3,41.2,0.0,1.0,,,,,,,0
2021,24/07/21,1947,Japanese J League,Sagan Tosu,Cerezo Osaka,35.03,34.67,1.2,0.83,47.5,5.3,3.0,3.0,,,,,,,1
2021,24/07/21,1846,German 2. Bundesliga,SV Darmstadt 98,Jahn Regensburg,35.87,30.08,1.62,1.19,,,0.0,2.0,0.33,1.94,0.77,2.1,0.0,2.1,1
2021,24/07/21,1846,German 2. Bundesliga,Dynamo Dresden,FC Ingolstadt 04,28.76,27.79,1.35,1.13,,,3.0,0.0,1.55,0.5,1.22,0.98,3.15,0.0,1
2021,24/07/21,1846,German 2. Bundesliga,Hansa Rostock,Karlsruher SC,27.58,32.12,1.3,1.32,,,1.0,3.0,1.89,2.26,1.35,0.77,1.05,2.94,0
2021,24/07/21,1846,German 2. Bundesliga,1. FC Heidenheim 1846,SC Paderborn,33.8,34.9,1.45,1.3,,,0.0,0.0,0.79,0.24,0.82,0.53,0.0,0.0,1
2021,24/07/21,1874,Swedish Allsvenskan,Mjallby,Malmo FF,26.36,55.89,1.01,2.23,32.1,83.8,0.0,2.0,,,,,,,0
2021,24/07/21,1844,French Ligue 2,Bastia,Nimes,21.63,46.17,1.01,2.09,,,1.0,1.0,,,,,,,0
2021,24/07/21,1832,BJL,OH Leuven,SV Zulte Waregem,36.19,35.79,1.79,1.53,,,1.0,1.0,,,,,,,1
2021,24/07/21,1866,Russian Premier Liga,FC Khimki,Zenit St Petersburg,39.57,71.85,1.01,2.32,,,1.0,3.0,,,,,,,0
2021,24/07/21,1827,ATMB,Cashpoint SC Rheindorf Altach,LASK Linz,32.32,50.78,1.03,1.63,,,0.0,1.0,,,,,,,0
2021,24/07/21,1827,ATMB,WSG Swarovski Wattens,FC Trenkwalder Admira,39.45,28.25,1.68,1.01,,,1.0,1.0,,,,,,,1
2021,24/07/21,1827,ATMB,Rapid Vienna,Hartberg,53.71,34.46,1.92,0.91,,,0.0,2.0,,,,,,,1
2021,24/07/21,1874,Swedish Allsvenskan,IK Sirius,Degerfors IF,21.42,22.08,1.55,1.27,41.6,29.9,2.0,0.0,,,,,,,1
2021,24/07/21,1837,Danish SAS-Ligaen,AaB,FC Midtjylland,38.08,62.39,1.01,1.81,,,0.0,1.0,,,,,,,0
2021,24/07/21,1879,Swiss Raiffeisen Super League,FC Luzern,Young Boys,39.43,65.48,1.04,2.05,,,3.0,4.0,,,,,,,0
2021,24/07/21,5641,APD,Colon Santa Fe,Lanus,31.29,43.28,1.24,1.59,,,1.0,4.0,1.85,2.37,1.38,1.26,1.05,2.94,0
2021,24/07/21,1832,BJL,KV Kortrijk,RFC Seraing,34.43,30.53,1.46,1.05,,,2.0,0.0,,,,,,,1
2021,24/07/21,1866,Russian Premier Liga,Rubin Kazan,Spartak Moscow,48.74,58.03,1.4,1.55,,,1.0,0.0,,,,,,,0
2021,24/07/21,1866,Russian Premier Liga,Lokomotiv Moscow,FC Arsenal Tula,53.11,33.13,2.05,0.89,,,3.0,1.0,,,,,,,1
2021,24/07/21,1844,French Ligue 2,Le Havre,Guingamp,28.19,32.99,1.24,1.33,,,0.0,0.0,,,,,,,0
2021,24/07/21,1844,French Ligue 2,Amiens,Auxerre,31.12,34.88,1.35,1.34,,,1.0,2.0,,,,,,,1
2021,24/07/21,1844,French Ligue 2,Pau,AS Nancy Lorraine,27.42,30.61,1.45,1.45,,,2.0,1.0,,,,,,,1
2021,24/07/21,1844,French Ligue 2,Toulouse,AC Ajaccio,49.53,28.04,1.95,0.91,,,2.0,2.0,,,,,,,1
2021,24/07/21,1844,French Ligue 2,Caen,Rodez,26.32,25.63,1.29,1.13,,,4.0,0.0,,,,,,,1
2021,24/07/21,1844,French Ligue 2,Dunkerque,US Quevilly,22.94,22.3,1.39,1.19,,,1.0,1.0,,,,,,,1
2021,24/07/21,1844,French Ligue 2,Grenoble,Paris FC,32.04,34.57,1.27,1.24,,,0.0,4.0,,,,,,,1
2021,24/07/21,1844,French Ligue 2,Valenciennes,Niort,26.84,20.35,1.74,1.26,,,0.0,0.0,,,,,,,1
2021,24/07/21,1879,Swiss Raiffeisen Super League,Lausanne Sports,St Gallen,33.26,38.68,1.4,1.47,,,1.0,2.0,,,,,,,0
2021,24/07/21,1846,German 2. Bundesliga,Werder Bremen,Hannover 96,48.23,36.28,1.81,1.1,,,1.0,1.0,1.03,1.74,0.56,1.13,1.05,1.05,1
2021,24/07/21,5641,APD,San Lorenzo,Central Córdoba Santiago del Estero,38.95,31.47,1.62,1.08,,,1.0,0.0,0.42,1.29,0.72,1.33,1.05,0.0,1
2021,24/07/21,1832,BJL,KV Oostende,Sporting de Charleroi,42.16,39.04,1.62,1.25,,,0.0,3.0,,,,,,,1
2021,24/07/21,1951,Major League Soccer,Atlanta United FC,Columbus Crew,35.74,38.15,1.24,0.92,21.3,24.5,0.0,1.0,1.67,1.5,2.91,0.77,0.0,1.05,1
2021,24/07/21,2105,Brasileiro Série A,Grêmio,América Mineiro,54.1,40.02,1.71,0.79,42.4,49.8,1.0,1.0,1.61,1.21,0.89,1.1,1.05,1.05,1
2021,24/07/21,5641,APD,Racing Club,Gimnasia La Plata,43.64,34.38,1.52,0.93,,,0.0,0.0,0.41,0.34,0.88,0.41,0.0,0.0,1
2021,24/07/21,1952,Mexican Primera Division Torneo Apertura,Pachuca,León,48.74,48.78,1.54,1.28,20.0,18.4,4.0,0.0,1.85,0.47,1.21,1.12,3.56,0.0,1
2021,24/07/21,2105,Brasileiro Série A,Palmeiras,Fluminense,62.88,53.56,1.73,0.77,67.0,8.8,1.0,0.0,0.66,1.16,0.87,1.16,1.05,0.0,1
2021,24/07/21,2160,United Soccer League,Hartford Athletic,Miami FC,11.39,20.11,1.34,1.63,22.8,21.0,2.0,0.0,1.25,0.98,0.52,1.36,2.1,0.0,0
2021,24/07/21,2160,United Soccer League,Indy Eleven,Birmingham Legion FC,19.37,21.56,1.29,1.08,20.1,7.1,1.0,2.0,0.86,0.97,2.52,1.02,1.05,2.1,1
2021,24/07/21,4582,National Women's Soccer League,Orlando Pride,Seattle Reign FC,47.94,48.49,1.32,1.11,30.5,25.1,0.0,2.0,,,,,,,1
2021,24/07/21,5641,APD,Banfield,Boca Juniors,36.29,56.74,0.98,1.65,,,0.0,0.0,0.48,1.02,1.09,1.09,0.0,0.0,0
